None,Python and Coding,Github,MySQL,Assignments,Quizzes,Understanding requirements and instructions,Learning New Material,Course Structure and Materials,Time Management and Motivation,Group Work,API,Project,text
1,0,0,0,0,0,0,0,0,0,0,0,0,"😊SatisfiedThe video lecture was thorough but easily understandable. I believe that by doing the practice and going through the learning materials given, I will be able to succeed in the class.Nothing yet since it had only been 2 weeksno challenges yetno"
1,0,0,0,0,0,0,0,0,0,0,0,0,😊SatisfiedI think this course is good so farNot sure yetI dont think I had many challengesNot really
0,1,0,0,0,0,0,0,0,0,0,0,0,😊SatisfiedI think that the materials that have been assigned so far have been really helpful. Additionally they have allowed me to learn new concepts at my own pace while being able to go back in case I get confused or need a reminder of how to do certain functions.Getting used to python again has been the biggest challenge since I was mainly using C in parallel computing which lead me to develop different habits.I was able to overcome these challenges by following along with the videos and trying variations of the exercises on my own when I believed they would help me grasp the concepts better. I have no challenges at the moment
0,0,0,0,0,0,0,1,0,0,0,0,0,"😰Anxious,😐Neutral (No strong positive or negative emotions)I feel neutral about the course so far, just anxious about the upcoming project and worried if i'll be able to meet my mark with creating a fullstack website.Understanding all the new source of material and remembering the new lanaguage.I kept watching videos and took lots of notes. Other than what was mentioned above, no."
0,0,0,0,0,0,0,1,0,0,0,0,0,"😊Satisfied,😰AnxiousI'm satisfied with the pace of the course, and the material we have learned so far. I'm a little anxious though for the later topics we will learn later on in the summer semester. The modules weren't really challenging, as it's just the basics of python, acm guidelines, and some definitions of requirement engineering. Already knowing Java allows me to understand python a lot more quickly. I guess what was challenging was remembering all those acm guidelines.For the acm guidelines, I just read over it a couple times until it was embedded into my memory. For python, I just watched the youtube video lecture, and I practiced some programs on my own.As of right now, no."
1,0,0,0,0,0,0,0,0,0,0,0,0,😐Neutral (No strong positive or negative emotions)I have had no notable emotions related to this classI don't think I had much trouble in the past modules I don't think I had much trouble in the past modules there are no current clallenges I am facing
1,0,0,0,0,0,0,0,0,0,0,0,0,😍ExcitedI am excited to learn more about software engineer topicsI haven't found these past modules to hard when I'm struggling on a topic I study that topic more than othersI don't have any current challenges 
0,0,0,0,1,0,0,0,0,1,0,0,0,"😐Neutral (No strong positive or negative emotions)not sure why I missed a few on the assignment 0, would like feedback on what was wrong, will most likely go to office hours to determine my issuesitting down to actually go thought my python video crash courseI plan to attend office hours and ask questions on my specific issueno not as of right now"
0,1,0,0,0,0,0,0,0,1,0,0,0,"😖Frustrated,😐Neutral (No strong positive or negative emotions)Issues keeping up with the courses paceQuizzes related to pythons functionality or attributesRewatched the python course video and practiced code from the cheat sheetNo"
0,0,0,0,0,0,0,0,0,1,0,0,0,😍ExcitedWe are finally starting to actually get into the course and the material which is exciting.Keeping up with doing work without a set time to log on or go to class.I have started just doing my work every morning.Not really.
0,1,0,0,0,0,0,0,0,0,0,0,0,"😐Neutral (No strong positive or negative emotions)I selected neutral because before taking this class, I had virtually no knowledge on python. However, I have enough computer science experience that I feel comfortable learning it for this course.Getting used to python.I studied the python crash courses and practiced writing code with python. Continuing to teach myself python."
0,0,0,0,1,0,0,0,0,0,0,0,0,"😊SatisfiedAs someone coming into this class knowing very little about software engineering, I think things have started off at a good pace. I haven't had too big of a challenge, I just was reminded to pay more attention to code when I look at it because for the first python assignment I didn't double check through my answers thinking ""it's python, it's not hard"" and afterword's I realized I mixed up the animal name attribute and the actual object variable name which resulted in me answering a bunch of questions wrong. When answering questions about code I've made sure that I started writing down objects and keeping track of their values so I make sure I know exactly what is being referred to and if it has been updated at all. No challenges at the moment."
0,0,0,0,0,0,0,1,0,0,0,0,0,"😊Satisfied,😰AnxiousI'm mostly anxious about things to come because I know this is a shorter course and I am not sure what to expect but I am feeling pretty good with what I have learned so far and how well the video material has made sense for me.I would say I did not have much trouble with the material so far but remembering all of the conventions may be difficult in the future. I am not discouraged by what has happened so far.I am going to use what I missed on the past assignment as a sign to study that material for the future.So far, the material has been fairly straightforward and I do not have any specific questions about it. I will do my best to keep an open mind for questions in the future if I run into any problems."
0,0,0,0,0,0,0,0,0,1,0,0,0,😐Neutral (No strong positive or negative emotions)It is too soon for me to be able to tell.Managing my own time in a manner that allows me to get everything done without worrying.Trying to break assignments down into smaller portions then completing them.N/A
0,0,0,0,0,0,0,1,0,1,0,0,0,😊SatisfiedI have enjoyed the learning material and activities so farteaching the material to myselffinding outside resources time management 
0,1,0,0,0,0,0,0,1,0,0,0,0,"😊SatisfiedThe course so far has been set out as being very clear cut and easy to follow. I do wish there was more guidance in the form of lectures, but I appreciate the list of additional resources to help us learn alongside the crash course videos.Getting back into Python, which I haven't touched for over a year.Using the additional resources and Python crash course videos have been helping me to relearn Python and get the rust off on both the basics and the more advanced portions of the language.I do not currently have any challenges, beyond just reacquainting myself with Python."
0,1,0,0,0,0,0,0,0,0,0,0,0,"😟Confused,😰Anxious,😐Neutral (No strong positive or negative emotions)This is my first time learning Python after years of experience and learning with other programming languages, such as Java, C/C++, HTML/CSS/Javascript. Although I have always heard that python is supposedly easy to learn and code with, I am having a hard time understanding the fundamentals of the language.So far, I am struggling with the classes, objects, and methods for Python. Especially with the past homework assignment 0.I am going to start practicing more with the language using resources such as Sololearn to try to help me understand the basics more, and utilize Youtube, githubs, and the resources on canvas to learn and practice more with classes, methods, and procedures. I feel there is a learning curve when it comes to using Python for me personally, so my current biggest challenge so far is getting used to coding in Python."
1,0,0,0,0,0,0,0,0,0,0,0,0,"😊Satisfied,😐Neutral (No strong positive or negative emotions)There hasn't been much going on so far.There hasn't been much that was challenging.N/ANone as of now"
0,1,0,0,0,0,0,0,0,0,0,0,0,"😍ExcitedIt's exciting that I have already have python experience, but am excited to learn more about the language I think the most challenging part was continuing to learn about python functionsDid some function problems with other resources to get a better understanding N/A"
0,1,0,0,0,0,0,0,0,0,0,0,0,"😍ExcitedI have done some software engineering projects in the past and I'm excited to see how bad I actually am at it hahaSo far no major challenges, other than the fact I have an aversion to python. I find it's harder to write good code in python.I feel like its harder to write good code in python because its easier to write. I feel like slowing down and really considering all the ways what I am doing can go wrong and accounting for said issues can go a long way. Also making sure I'm planning out my project appropriately before I just start writing.So far not really any challenges."
0,0,0,0,0,0,0,0,1,0,0,0,0,😐Neutral (No strong positive or negative emotions)The work is doable.It is kind of hard to follow the slides.I started watching youtube videos.It is a little challenging to study the slides. It would probably be helpful if there are lecture videos on the slides.
0,1,0,0,0,1,0,0,1,0,0,0,0,"😟Confused,😐Neutral (No strong positive or negative emotions)the reason for my choices above is that the canvas page was a little confusing to me. But I managed to understand it. My biggest challenge was on an assignment that was a quiz. Because the wording on the last few questions was a little confusing. Also, my skills in Python are kinda mid.I overcame these challenges by viewing and taking notes on the video provided to us about Python, to understand the concept a little more.My current challenge would be to brush up on my programming knowledge a bit more. Other than that I do not have any challenges in the course so far."
0,1,0,0,0,0,0,0,1,0,0,0,0,"😍Excited,😟ConfusedThe content in this class seems very interesting so I have been excited to preview some of the topics we will be covering. I have been slightly confused about how the fully asynchronous class funcitons. Was relieved to see that we'd be using SQL in this course since I just finished a SQL based intro class but a bit nervous about python since I have not used python previously, just java and C++.Put a lot of effort into the python tutorial homework assignments, made sure I was actually paying attention and following along with the examples in my own IDE. I feel a lot less nervous about using python in this course now.I have been a bit uncertain about the best way to go about the ""lecture"" content for the week, mostly just reviewing the slides posted but has been a bit unusual without any lecture to go along with it. Also unsure what to be reading in the two recommended textbooks."
0,0,0,0,0,0,0,0,1,0,0,0,0,"😍Excited,😰AnxiousI am excited for the new material and the application of the things I’ve learned so far while at Charlotte.  I’m anxious as this is all part of a career change for me so it is important I comprehend the material to some level of understanding that allows me to be successful both academically and professionally.The dry reading does me in - but the info has been interesting.I’ve been reviewing other material that also covers the current material as well as doing Python modules to better my understanding during the introductory portion of the class.I am still learning Python - I started on this major in the Fall of 2023 and it has been a whirlwind of learning the logic as well as the syntax for the languages."
0,0,0,0,0,0,0,0,0,1,0,0,0,😍ExcitedModules are easy to followTime ManagementMake time for studying and assignmentsn/a
0,0,0,0,0,1,0,0,0,0,0,0,0,😊SatisfiedWhile im mostly satisfied with the course i really like how its taught however the quiz the assignment 0 was really confusing to me I didnt understand what it wanted for the answers even though I understood the questionsjust assignment 0I guess I just plan to study more look up more definitions beforehand maybe try to read the instructions more clearlyNo im scared for future assignments though.
0,0,0,0,0,0,0,0,1,0,0,0,0,"😍ExcitedI am excited to learn more about python as it is new to me and I don't have that much experience in using it.My biggest hurdle has been understanding how to upload multiple files into a canvas submission, as prior to this I was unaware of the fact that you have to upload individual files one at a time for them all to be submitted. I overcame this by, learning the hard way, and loosing points on an assignment. This has resulted in me now double checking all my submissions to make sure all required files are submitted in the correct way.I do not feel like I have any current challenges in this course."
1,0,0,0,0,0,0,0,0,0,0,0,0,"😍ExcitedI am eager to learn new things that will help me excel in my career.

 Everything was fairly easy to understand thus far.Viewing the provided study materials.Not currently."
0,1,0,0,0,0,0,0,0,0,0,0,0,"😊Satisfied,😰AnxiousI have only programmed with python in my own time and even then I haven't used it much so I'm worried that my adjustment over from java isn't too bad. Other than that I feel goodNo real Challenge on my end. I stuck to the python crash course which has helped me understand what we have been dong thus far. Like I said, no challenges and the way I feel like I have avoided this is by starting early on the assignments and trying to stay ahead with the workN/A"
0,1,0,0,0,1,0,0,0,0,0,0,0,"😊Satisfied,😰Anxious,😐Neutral (No strong positive or negative emotions)I selected satisfied because so far, the workload seems to be pretty decent and manageable however I'm also feeling anxious because I don't want to fall behind and get lower grades. I got a 70% on my first quiz which is making me worry a little bit about the upcoming quizzes. My biggest challenge would be understanding the code and being able to write/solve coding problems by myself.I overcame this challenge by practicing more and more different coding problems by myself.I don't really have any current challenges"
0,1,1,0,0,0,0,0,0,0,0,0,0,😐Neutral (No strong positive or negative emotions)I feel neutral because so far some of the things i've learned are intresting and  I know that I have a lot to learn since I'm not really familiar with the software engineering side of computer science.I think my biggest challenges are really understanding python and all the aspects with python since I'm not really good at it and it's a little harder to understand.The steps I'm taking are watching as many youtubes videos I can and following along in my IDE by writing code and really listening to what the video is explaining.My current challenges are probably trying to understand how github works 
0,0,0,0,0,1,0,0,0,0,0,0,0,"😟ConfusedI am a little bit confused on how these quizzes work, as I tried to take one and it was confusing.Taking the quizes.I read over the notes so far which help a little.So far so good other than quizzes."
1,0,0,0,0,0,0,0,0,0,0,0,0,"😊SatisfiedI think that learning Python will be interestingly different from C and Java as I've learned in the past so I think it's going to be fun.So far function definitions, dictionaries, and packages have been easy to implement and wrap my head around so not many challenges yet.Since the learning has been quite easy so far my main focus is staying ahead and not falling behind so keeping a little ahead of the course work is helpful.Not many challenges yet as the basics of python are relatively similar to other coding languages."
0,0,0,0,0,0,0,0,0,1,0,0,0,😖FrustratedI am frustrated because I can not concentrate.I made some mistakes in the first quiz that I need to go back and review. It takes time to understand the concepts. I have trouble staying focused.Writing the code on the program helps me understand what is shown in the video better as I learn the concepts. Studying with my family helps me.I have trouble staying focused.
0,1,0,0,0,0,0,0,0,0,0,0,0,"😍Excited,😰AnxiousI am excited to learn about all the course has to offer, however, I am also anxious because I am taking OS and Networks class this summer and doing a full time internship, so I am a little stressed about the workload. I do believe that I can manage it though.Getting use to Python syntax.Practice with some basic and simple projects like a rock, paper, scissors project.None at the moment."
0,1,0,0,0,0,0,0,0,0,0,0,0,"😊Satisfied,😐Neutral (No strong positive or negative emotions)I selected the above as I feel neutral and satisfied about this course so far because I haven't bumped into anything that's quite tricky or hard for me to understand.I think it was understanding some of the concepts in python crash course.I went over the video again and looked things up if needed and also took down notes.N/A"
0,0,0,0,0,0,0,0,0,1,0,0,0,😊SatisfiedI feel like the course material is easy to follow and that it's explained well.Probably planning my work time more efficiently.Creating a weekly work schedule for myself.None so far.
1,0,0,0,0,0,0,0,0,0,0,0,0,"😍Excited,😰AnxiousI am exited that I am going to learn something new and anxious about how this course would turn out. there weren't any challenges but there were some doubts that I clarified with the TAsthere weren't any challenge till nowcurrently there is no challenge,"
1,0,0,0,0,0,0,0,0,0,0,0,0,😊SatisfiedThe course seems pretty good so far.I don't think I've had an issue so farI didn't do anythingNope!
0,0,0,0,0,1,0,0,0,0,0,0,0,"😟Confused,😐Neutral (No strong positive or negative emotions)The quiz section about the WRSPM model was confusingThe quiz section about the WRSPM modelStill confused about itNone"
0,1,0,0,0,0,0,0,0,0,0,0,0,"😍Excited,😊SatisfiedI feel excited and satisfied about learning about python and the different concepts in software engineering.My biggest challenge for these past modules are trying to code python.I overcame this challenge by going over the basics in python in order to get a refresh of what i learned earlier in my former classes about python.No, i don't have any current challenges in the course."
0,1,0,0,0,0,0,0,0,0,0,0,0,"😊SatisfiedI like that this class isn't only programming and we can see how software engineering can relate to other topics that we might not believe are related. I am excited to continue to learn about the intersectionality.Learning python has been my biggest challenge. In every class at UNCC up until this one, we used java as the programming language.A lot of youtube videos and practicing daily is helpful. Hopefully, I will be able to continue my knowledge!Only challenge is python. However, I am excited to learn more about this language."
0,0,0,0,0,0,0,0,0,1,0,0,0,"😐Neutral (No strong positive or negative emotions)I am hopeful this class will help me learn how to design and manage projects in a way that promotes scalability and reusability. It is, however, still just a college class that I have to take to get a degree, so I am neutral. No matter how fun or boring, school is still just school.Making time to sit down and do the work. The knowledge is not very complex.Wrote down when things are due in my planner and picked days and times to work on them.All good over here big dog"
0,0,0,0,0,0,0,0,0,0,0,0,0,😍ExcitedSo far I understand everything. I am excited to learn more.I had some questions in  PyCharm but figured it out with TA's help.Ask questions through email. I don’t have so far
0,1,0,0,0,0,0,0,0,0,0,0,0,"😍Excited,😰AnxiousI chose excited and anxious because it is a new class that has new material and while I think it will be useful to learn, new stuff is always hard at first. Biggest challenges for the pat modules was relearning python and just getting used to the syntax again.By watching the tutorial and reading supplementary videos.n/a"
0,0,0,0,0,1,0,0,0,0,0,0,0,"😊Satisfied,😰AnxiousI chose satisfied and anxious because I was not sure of what is going to be covered in the class and what we are going to cover.There’s not much of a challenge because I am already familiar with Python.There was no challenges to overcome.The only challenges so far is understanding the quiz questions and answers."
1,0,0,0,0,0,0,0,0,0,0,0,0,"😊SatisfiedNothing crazy so far, just intro python  and syntax interested in where it goes from week 1No challenges so farI did not run into any challenges, I have some experience with python previously and the structure is familiar to javaThe attendance quizzes? there is no real indicator to what those are for an async class"
0,0,1,0,0,0,1,1,0,0,0,0,0,"😟Confused,😰Anxious,😐Neutral (No strong positive or negative emotions)I struggled quite a bit with the github instructions for the Assignment 1 they aren't very detailed, i'm still not sure if i did it correctly and might have to consult a TA.The github assignment 1 setupI used google and youtube to find solutions.I've had to re-read several times the design patterns in order to understand them better."
0,0,0,0,0,0,0,1,0,1,0,0,0,"😍Excited,😊Satisfied I selected ""Excited"" and ""Satisfied"" because I find the course content engaging and interesting. The topics covered so far have captured my attention, and I'm looking forward to delving deeper into the subject matter. Additionally, I feel satisfied with the way the course is structured and delivered. The materials provided are clear and understandable, and I feel like I'm making progress in my learning journey. Overall, I'm enjoying the course and finding it valuable.My biggest challenge for these past modules was grasping some of the more complex concepts introduced in the course material. While I found the content engaging and interesting, there were certain topics that required a deeper level of understanding and critical thinking. Additionally, managing my time effectively to keep up with the coursework, assignments, and studying was also a challenge. Balancing my academic responsibilities with other commitments and obligations required careful planning and organization.To overcome the challenges I faced with grasping complex concepts and managing my time effectively during the past modules, I took several proactive steps:

*

Seeking Clarification: I actively sought clarification from my instructors and classmates whenever I encountered challenging concepts or topics. Asking questions during lectures, participating in class discussions, and attending office hours helped me gain a deeper understanding of the material.

*

Utilizing Resources: I made use of various resources available to me, such as textbooks, online tutorials, and supplementary materials provided by the course. These resources helped me reinforce my understanding of difficult concepts and provided alternative explanations when needed.

*

Creating a Study Schedule: I developed a structured study schedule to manage my time more effectively. By allocating specific time slots for studying, completing assignments, and reviewing material regularly, I was able to stay on track with my coursework and avoid last-minute cramming.No, I don't have any current challenges in the course."
1,0,0,0,0,0,0,0,0,0,0,0,0,😍ExcitedN/AN/AN/A
0,0,0,0,0,0,0,0,0,0,0,0,0,"😊SatisfiedI feel like I'm understanding the workload of the class better nowI had to build a new PC this last week so it's been difficult to attendNow that my PC is built I can more easily attend this week's classesBesides simply completing assignments, no"
0,0,1,0,0,0,0,0,0,0,0,0,0,"😊Satisfiedjust cuz

 more git implementationyoutubeno"
0,0,0,0,0,0,0,0,0,1,0,0,0,"😊Satisfied,😐Neutral (No strong positive or negative emotions)I feel as though Im actually getting the material nowI think just staying up to date with everything, I feel fine now

 I just started paying better attentionMainly just remembering when assignments are due, I could prob get a scheduler or something of the sort"
1,0,0,0,0,0,0,0,0,0,0,0,0,😐Neutral (No strong positive or negative emotions)N/AN/AN/AN/A
1,0,0,0,0,0,0,0,0,0,0,0,0,"😊SatisfiedI have had no real issues with the class thus far, and have learned a moderate amount.I have had no particularly notable challenges.NANA"
0,0,0,0,1,0,0,0,0,0,0,0,0,"😍Excited,😊SatisfiedI really enjoy this class so far, and feel like I'm learning a lot of useful information.I can't think of anything specific.I can't think of anything specific.Assignment 4 is a little trickier than I thought, but I'm getting through it."
1,0,0,0,0,0,0,0,0,0,0,0,0,😊SatisfiedIt's a decent enough course.None so far.I've not had much of a challenge.No.
0,0,1,0,0,0,0,0,0,0,0,0,0,"😊SatisfiedI think I am keeping up with all the coursework and understanding the concept. My biggest challenge was probably pushing files to Git Hub for assignments 2 and 3 since I have never worked with it before. I went to office hours and watched some tutorials. I am currently working on the assignment 4. I haven't faced any challenges yet but if I do, I will go to office hours for help.  "
0,0,0,0,0,0,0,1,0,0,0,0,0,😍ExcitedExcited to learn more about the intricate details of swe.Just understanding core concepts and applying themPracting and learning I don't have any
0,0,0,0,0,0,0,0,0,1,0,0,0,😊SatisfiedI haven’t struggled with anything in the class thus far Time management Starting assignments sooner No 
0,0,0,0,0,0,0,1,0,0,0,1,0,"😟Confused,😐Neutral (No strong positive or negative emotions)Just a little confused on some of the material but i should be fine after a couple days of catching upLearning the api, its just a little confusingMy steps are to watch more videos and examplesNot at the moment"
1,0,0,0,0,0,0,0,0,0,0,0,0,😐Neutral (No strong positive or negative emotions)I have no strong opinions of this course.noneN/Ano
0,0,1,0,0,0,0,0,0,0,0,0,0,😊SatisfiedI have been performing higher than I expected and hope to improve even more.My biggest challenge has been learning github. It is a brand new concept to me so I am trying to understand as much as I can.I watched videos on how to use github and its structure. I do not have any current challanges but I am nervous for the group projects because I have never coded any large projects before and am nervous about it.
0,0,0,0,1,0,0,0,0,0,0,0,0,😍ExcitedIt is getting much intrest every dayDoing assignmnetGoing overthrough the modules over againNot much
0,1,0,0,0,0,0,0,0,1,0,0,0,"😍ExcitedI am excited to start using API and learning how to make a software secureI stumbled upon an issue in my IDE. The I was not using the right base interpreter and it was not letting me download the contents of FastAPI. Before I figured out how to solve it, I was told I could download it in binary form. But i looked around and decided to change the base interpreter and that fixed the issue.So far, the only challenges is not having enough time to attend classes. Work hours usually have me up late and i miss classes in the morning because of it. other than that, everything is going pretty smooth"
0,0,0,0,0,0,0,0,0,0,0,1,0,"😐Neutral (No strong positive or negative emotions)i havent gotten too stucknot yet, such still learning.keep coding in pythonlearning about the api "
0,1,0,0,0,0,0,0,0,0,0,0,0,"😊SatisfiedI feel we are learning alot and at a good pace learning python but im getting a bit betterStudy more As of currently, no :)"
0,0,1,0,0,0,0,0,0,0,0,0,0,"😍Excited,😊SatisfiedSeeing how we can make some applications using FastAPI is interesting to me.The test we took.Studying.Remembering certain things such as how to send our assignments to github can be difficult."
1,0,0,0,0,0,0,0,0,0,0,0,0,😊SatisfiedI understand the class wellNo challengesNo challengesNope
1,0,0,0,0,0,0,0,0,0,0,0,0,😊SatisfiedI already learned SQL in another course so the material from the last module was easy for me.Haven't had any yet.Didn't have any challenges.No.
1,0,0,0,0,0,0,0,0,0,0,0,0,😐Neutral (No strong positive or negative emotions)mehnothingdidntno
0,0,0,0,1,0,0,0,0,0,0,0,0,😍Excitedbecause I like this class and lot of content is very interesting.nothing so far other than I did have to think a bit deeply about values and things related to it  for the credit card essay assignment.I gathered my thoughts at first and if I had a thought randomly while not at home I would write it in my notes app on my phone. nope 
0,0,0,0,1,0,0,0,0,1,0,0,0,"😊Satisfied,😖Frustrated,😰AnxiousI think im doing fine but some assignmnets have me frustrated, although I think that is coding in general.Keep up with the workflow as I've been getting really lazy lately.I just fore myself to do them but I am not nessacarily being productiveNA"
0,0,1,0,0,0,0,0,0,0,0,0,0,"😐Neutral (No strong positive or negative emotions)In general, I don't feel that I have an interest in software engineering. This might be due to my course load this semester. Git commands. Trying to push things into the repository is a nightmare for me. Seems like it should be simple, I think there's a mental block or something. I have yet to overcome this challenge. I plan on meeting with one of the TA's to address it. Outside of the git issue, I don't think that I'm facing any other challenges. "
0,0,0,0,0,0,0,1,0,0,0,1,0,😐Neutral (No strong positive or negative emotions)After spring break it will take time to get back into the swing of things.Security. Also understanding API'sNothing atmUnderstanding the slides.
0,0,0,0,1,1,0,0,0,0,0,0,0,😐Neutral (No strong positive or negative emotions)It feels like a normal course to me as of the moment.The biggest challenge for these past modules has been the quizzes.I overcame these challenges by studying the powerpoints more in depth.My current challenge in this course is the Assignment because it is a more difficult task than the quizzes.
0,0,0,0,0,0,0,0,0,1,0,0,0,"😍Excited,😰Anxiousim very excited but anxious about working with my group soon. I hope it'll be fun working with peers.deadlines. I didn't notice that today's quiz was due earlier today. Hoping that a late penalty will be waived, if there is one, for my mistake.N/A"
0,0,0,0,0,0,0,0,0,1,0,0,0,"😊Satisfied,😐Neutral (No strong positive or negative emotions)Ive gotten some of my work back in, so I am definitely feeling alot better. I still have a general amount to do, but I am satisfied and content with where I am going.The biggest challenge for me, was the midterm, I forgot it was the day it was supposed to have been and then had to go into it semiblind.There isnt much to do about past mistakes, but move forward and do better towards being a good student.Except for getting in the past work, there isnt all that much."
0,0,0,0,0,1,0,0,0,0,0,0,0,"😟Confuseda lot of the quiz and test questions were very confusing and indirect, with no clear correct and incorrect answers in some cases.understanding questions and what they are askingtake a more active approach to understanding the material and look for nuances within test/quiz questionssame as above"
1,0,0,0,0,0,0,0,0,0,0,0,0,😊SatisfiedIts going fine.Nothing reallyThe slides were helpfulNA
0,0,0,0,0,0,0,0,0,0,0,0,0,"😍Excited,😊SatisfiedI feel excited because I am using this material for my job.Having the discipline to study! Better sleep, a new schedule not at the moment. I wish we would do more group work"
0,0,0,0,0,0,0,0,0,0,0,1,0,😊Satisfiedgoing good so fargetting used to apiby practicing and learning the materialno
1,0,0,0,0,0,0,0,0,0,0,0,0,😍Excited<name omitted> is the best<name omitted> is the best<name omitted> is the best<name omitted> is the best
0,1,0,0,0,0,0,0,0,1,0,0,0,"😊Satisfied,😰Anxious,😐Neutral (No strong positive or negative emotions)I selected the above choices because i feel good sometimes, and then neutral, but fear that i may forget the things i am learningMy biggest challenge was my virtual environment not working for assignment 4. It was in the wrong directoryI overcame by asking TAs and the internetMy current challenges are time, because I also started an internship"
0,0,0,0,1,0,0,0,0,0,0,0,0,😊SatisfiedI am satisfied with the course so far.A couple of the assingments were pretty challeneging. I had to look back at previous powerpoints and notes to get through the assignment.I don't have any current challenges in the course.
1,0,0,0,0,0,0,0,0,0,0,0,0,😐Neutral (No strong positive or negative emotions)There's nothing particularly interesting or frustrating so farN/AN/AN/A
1,0,0,0,0,0,0,0,0,0,0,0,0,😊SatisfiedWe haven't really done anything besides lectures and I feel as though this class is relatively easy.I haven't had any challenges with the past modules.N/AI don't have any current challenges
0,0,0,0,1,0,0,0,0,0,0,0,0,😊SatisfiedI have learned quite a lotMy biggest challenge was assignment 1I overcame this through trial and errorNot at the moment
0,0,0,0,0,0,0,1,0,0,0,0,0,"😐Neutral (No strong positive or negative emotions)While some of the terminology confuses me, the overall concepts make sense.I have had a hard time keeping track of all the terminology.I've been reviewing the resources on canvas.I find it hard to stay engaged in a lot of the lectures."
0,0,0,0,0,0,0,0,0,0,0,0,0,😊SatisfiedThe course has been easy so far because we moving slowly.Reading the lecture notes and doing the quizzes.Read the lecture notes moreNo
0,1,0,0,1,0,0,0,0,0,0,1,0,"😊SatisfiedThe content so far has been easy to understand.Understanding API's and understanding how to do assignment 4.I am still trying to overcome this challenge by reading more resources and watching more youtube videos.I still find python a little complicated and difficult to understand.

 "
0,0,0,0,0,0,0,0,0,0,0,0,0,"😊SatisfiedI appreciate how you are showing and teaching us how to code things as well as the concepts behind the code. Most classes only lecture about the concepts and throw us to the wolves when it comes to the actual coding portion, so thank you for that.I didn't really have many issues I can think of but that was before spring break and I have slept since then so I might not remember something I had problems with.I had none.The only issues I have now are with getting very bizarre errors in my IDE when using pip install and terminal commands. I always find some convoluted workaround but it does get annoying let me tell you. "
0,0,0,1,0,0,0,0,0,0,0,0,0,"😊SatisfiedI have not been struggling in the class so far and I feel like I am learning a lot. I struggled a bit with figuring out SQL.I got help from my fellow classmates on what I was doing wrong, which ended up being a simple fix. Not currently"
0,1,0,0,0,0,0,0,0,0,0,0,0,"😊Satisfied,😖FrustratedI am trying to learn the same language in two different class and I am getting things mixed up Trying to keep information straight in my headI havent yet but I am starting to go to office hours with my TA's I dont have anything specific"
0,0,0,0,0,0,0,0,0,0,0,1,0,"😊SatisfiedTAs are responsive and are very helpful to clear any misunderstanding or confusing questions. With this, it has helped me get a better flow with the class and understand the topics a lot more.Understanding and implementing FastAPI Rewatching the course crash N/A"
0,0,0,0,0,0,0,0,0,0,0,0,0,"😰AnxiousI'm anxious about my grades.I haven't had a struggle so far in the past modules.N/ACurrently I'm not having any challenges, I'm trying to get my grade ad a good area."
1,0,0,0,0,0,0,0,0,0,0,0,0,😊SatisfiedIm understanding the concepts of the work we are givennothing i can think of right nown/ano
1,0,0,0,0,0,0,0,0,0,0,0,0,😊SatisfiedTA's provide a great amount of support and our professor has a great way of teaching. None so far. N/ANot at the moment. 
1,0,0,0,0,0,0,0,0,0,0,0,0,"😐Neutral (No strong positive or negative emotions)I feel neutral about the course, need to get back into it after the breakNothing over breakChilling over breakNo current challenges"
0,0,0,0,0,0,0,0,0,1,0,0,0,😐Neutral (No strong positive or negative emotions)So far the course has been manageable rigor-wise while also being engaging.So far the biggest challenge has been staying on top of the work.I'm starting the assignments earlier so I can get them done well before the deadline.I don't currently have any challenges.
0,0,0,0,0,0,1,0,0,0,0,0,0,😖FrustratedTricky questions on the midtermAssignment instructionsDedicate more time to assignmentsNot at the moment
1,0,0,0,0,0,0,0,0,0,0,0,0,😍ExcitedIt is going smooth for me.Nothing really.Didn't have a challenge.Nope!
0,0,0,0,0,0,0,0,0,1,0,0,0,"😊Satisfied,😰Anxious,😐Neutral (No strong positive or negative emotions)I have been doing good with the assignments so far and haven't had too much trouble. I am a little anxious for what is to come but hoping to take things one day at a time. My biggest challenge so far with past modules is time management and trying to juggle all of my other assignments in general nothing really specific with the module. I have been making to-do lists and trying to do things early so i am not cramming last minute. no current challenges. ready for what is to come next. "
0,0,0,0,0,1,0,1,0,0,0,0,0,😐Neutral (No strong positive or negative emotions)I am finally at the point where my coding is feeling like it is where it should be but the theory is still causing my issues in some places.The quizzes have felt like I was either missing information or the information I had was contradictory or not quite the same as the correct answer.I am just re-reading the power points before the quizzesNone that I can think of at the moment
1,0,0,0,0,0,0,0,0,0,0,0,0,😊SatisfiedNANANANA
1,0,0,0,0,0,0,0,0,0,0,0,0,😊Satisfied
0,0,0,0,0,0,0,1,0,0,0,0,0,"😊SatisfiedI feel like I am learning just enough in the classthe biggest challenge has been getting a good grasp on the concepts, trying to understand them rather than memorize themstudying more and more deliberate practicei do not have any current challenges"
0,0,0,0,0,0,0,0,0,0,0,0,0,"😍Excited,😊Satisfiedim exicted learning about software engineering I have not had any challenges. other than the midterm.studied a lot for the midtermno I do not currently have a challenges."
1,0,0,0,0,0,0,0,0,0,0,0,0,😊Satisfiedn/an/an/an/a
